voice,L,R,sprectral_std,sprectral_q75,librosa_rms_mean,librosa_chroma_std,sprectral_peak,sprectral_kurtosis,audio_zcr,librosa_tonnetz_mean,librosa_mfccs_mean,f0_mean_der,librosa_centroid_mean,librosa_centroid_std,sprectral_skew_old,positive,sprectral_skew,sprectral_iqr,sprectral_mode,sprectral_median,audio_entropy,loudness_std,librosa_chroma_mean,negative,librosa_spec_bw_mean,loudness_mean,sprectral_magic,sprectral_nobs,librosa_flatness_mean,f0_mean,librosa_tonnetz_std,librosa_rms_std,audio_rmse,f0_std,sprectral_low,librosa_mfccs_std,librosa_flatness_std,neutral,librosa_spec_bw_std,librosa_chroma_cens_mean,librosa_chroma_cens_std,sprectral_q25,temp_letters,loudness_mean_der,sprectral_mean,temp_words
pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7b5f9fcdbd802ca5d5daf/ru.3425f070-5bd8-4dba-9b5c-55fab3607874.wav,715777,875777,54.82692527889185,228.75,0.037072852,0.3335327,290.0,-0.4465156394402143,0.2757728259784345,0.0031473287742017,-22.57808,0.019056112,3294.716839065149,1564.7526671398084,5.16589540718305,0.0196490462257543,-0.6497521106759884,55.0,100.0,217.5,10.466605,13.710052,0.31947133,0.0036200279665409,2386.8061183747386,-13.405437,9556.25,22,0.06842163,5.748019,0.111365374326791,0.028825242,0.046939123,0.20351757,100.0,77.29656,0.09944881,0.9767309291843068,418.8622687160251,0.2538791083223405,0.1373998969824454,173.75,77,13.563978,199.0909090909091,19
pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7c19d455b912f21e657e9/ru.145105f3-0e0b-4cb1-a9cf-7ff3d23b00a8.wav,2280392,2440392,48.73854929240485,182.5,0.027145367,0.34129843,245.0,2.637474591918136,0.2035836411741214,0.0044126023331411,-18.36302,0.038071144,2424.411665677977,1315.0485614896236,7.588215557530116,0.6837572,-1.5669978513435638,27.5,155.0,170.0,10.409944,13.824151,0.33928552,0.00044942726,2098.682816452688,-20.463076,4262.5,43,0.054992802,5.217036,0.1219660059119706,0.021481574,0.034633562,0.16110764,25.0,89.028946,0.08263973,0.3157934,371.0860182798555,0.2407502142065158,0.1592880023506166,155.0,98,14.157904,161.74418604651163,16
pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203c633474dd04f93390751/ru.0c671a6c-2865-44fa-a7d2-ce842114b1da.wav,287665,447665,93.26220834921742,216.25,0.008906501,0.3581866,275.0,-1.615216345685498,0.0787880016972843,0.01931884211963,-15.645129,0.04815132,1529.273272305991,1020.1983819822226,5.464501783181334,0.0064498656,-0.4797839558748971,191.25,25.0,200.0,10.582575,13.926462,0.3698087,0.011600712,1809.5844690726592,-28.000444,4781.25,36,0.009476705,5.4570622,0.1231262271635695,0.005754801,0.010612296,0.16601163,25.0,112.01294,0.018223703,0.98194945,497.559561699255,0.2526802772477093,0.1395923021636726,25.0,87,12.558507,147.22222222222223,16
pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7c572e6f0a56bac1adef1/ru.31b227ce-bacd-448d-b77d-3c14fa1f62b7.wav,1043522,1203522,28.9688230401812,241.25,0.060143407,0.34102878,290.0,0.0299787483877724,0.2443200254592651,-0.0095637073854413,-18.740469,0.03838242,2938.29624923505,1245.806438434232,6.183972223257055,0.3140650564129308,0.2580755278713114,27.5,215.0,230.0,10.473169,14.575294,0.39340058,0.0537087656248161,2419.855757838357,-9.105303,5878.125,24,0.11273486,5.30822,0.1101646421473141,0.05461273,0.08116763,0.19419129,175.00000000000003,67.87264,0.12367694,0.6322261803510747,328.9051822007787,0.2620073082589671,0.1211837602660683,213.75,75,10.020836,228.125,15
pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203a04a4037773593b113e3/ru.d3f1cce4-2c57-42bf-a657-adaf484b1ca5.wav,535327,695327,69.63908242182703,240.0,0.005045572,0.3501775,290.0,0.7615286861579089,0.2352751223043131,-0.0035389315646559,-23.51119,0.052834425,3186.7008460502543,1537.7941161783222,5.556054207043295,0.3160280693862359,-1.4067712187452364,30.0,220.0,220.0,10.358663,12.736762,0.31284243,0.0132060549018338,2479.177630668355,-31.950743,6300.0,38,0.04541026,5.3612704,0.1296947766776418,0.0037370743,0.006275378,0.2285979,25.0,122.59918,0.061506443,0.6707659039406002,496.2741459003714,0.241898590546867,0.1575385832892135,210.0,79,10.882258,202.23684210526315,14
pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203c633474dd04f93390751/ru.0c671a6c-2865-44fa-a7d2-ce842114b1da.wav,1071336,1231336,66.7075883520758,220.0,0.007104716,0.35199586,270.0,0.9933430273856684,0.0935066393769968,0.0405066958103424,-19.073942,0.047625665,1749.9270328761477,1063.932436200629,5.835289411203246,0.0095871575,-1.4890258807508705,30.0,200.0,200.0,10.324799,12.508771,0.35989046,0.007804775,1961.15886371155,-28.199215,5700.0,32,0.017583547,5.393012,0.136858617177094,0.005828824,0.009173984,0.19392407,35.0,116.79821,0.031234853,0.9826081,455.5723977980521,0.2344826623734457,0.1683781885506373,190.0,76,8.271793,182.8125,15
pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--62035effe9122f1801b00264/ru.dc0d8a36-76d2-4476-ade3-ffd74f88b629.wav,1560986,1720986,25.0249875124844,238.75,0.01106491,0.32465973,265.0,-0.9696296030693112,0.255187013278754,-0.0052492617854421,-27.28502,0.03155734,2930.39581382218,1365.0960865886138,4.303213939239497,0.0011569967,-0.0287138154971314,28.75,185.0,222.5,10.455793,14.954403,0.33176133,0.0006121838,2019.594462017487,-21.416653,6037.5,10,0.072314166,5.4804087,0.1207583641038922,0.0075066383,0.013381596,0.16839941,185.0,96.90467,0.09812386,0.9982308,378.7927851856224,0.2576689562900351,0.1301539177195112,210.0,97,12.974394,222.5,14
pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f78a186883f87caa0cd1f1/ru.159b630e-7716-403d-abdf-3ab9657d24ab.wav,2081995,2241995,28.64276807966204,200.0,0.04384334,0.32635844,285.00000000000006,2.427124328605731,0.1816967851437699,0.0109925316160212,-16.042854,0.21925232,2510.320477174697,1260.382277079513,4.721645011682652,0.0012956131,1.8184074110275537,10.0,195.0,195.0,10.17802,14.166401,0.31788543,0.003135179,2114.923546185467,-12.2817955,1900.0,21,0.038456846,5.6354322,0.1302838102090696,0.036500778,0.05700634,0.43035188,175.00000000000003,73.90944,0.05999015,0.9955692,395.4424119596303,0.2480128191703076,0.1477260128092869,190.0,88,11.559499,202.8571428571429,13
pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6e3e501c201589b7a36f1/ru.781ef413-2258-4f75-a783-94cc705b996a.wav,263081,423081,34.24336468122486,223.75,0.021268606,0.33030277,275.0,-0.5675392506570578,0.1462940545127795,-0.001394883790526,-14.286728,0.035368882,1980.587654862848,1499.4225544314756,5.736787185953388,0.0015211553332468,0.675704973399797,51.25,165.0,197.5,10.448189,11.488961,0.3106444,0.0051970409009946,1837.8978814868808,-18.38123,8840.625,18,0.02428675,5.8157654,0.1068485850095865,0.014017132,0.025491262,0.23172598,165.0,88.450874,0.04165259,0.993281809163145,451.5167906569117,0.2652886615474484,0.1138211728444961,172.5,105,12.037682,203.0555555555556,17
pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f799e9e6f0a56bac18ea30/ru.8564957a-f10b-4f50-88e1-e155ce657d77.wav,230833,390833,36.96361956840311,198.75,0.02460823,0.3277188,265.0,0.0022518775234403,0.1875468001198083,0.011085972708639,-20.677399,0.06256384,2357.921562117696,1419.481791528469,5.091823400789162,0.0286905872393015,-0.0292208581864975,37.5,180.0,180.0,10.419528,10.277217,0.31386963,0.7084012867077116,1972.131713147174,-14.647172,6046.875,26,0.039538275,5.310862,0.1199908670980001,0.017878417,0.030441029,0.14583704,95.0,81.173485,0.069621064,0.262908161489879,423.9752927497465,0.2547418276721221,0.1357937206486373,161.25,98,9.323462,180.19230769230768,15
pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203a552f66e602355113793/ru.b4968a07-1bb5-412e-90f2-43958e798a17.wav,308859,468859,32.21455847559885,195.0,0.026284806,0.34414116,220.0,2.219778393224783,0.0916455546126198,0.0226142250046668,-16.687765,0.02223071,1425.590330999617,827.6480351794195,8.026456392105533,0.1392495050499343,-1.36098972508723,30.0,170.0,170.0,10.593155,14.253587,0.3616885,0.0022242371917297,1549.6534537174143,-17.433477,4950.0,45,0.02816125,5.2289286,0.1402701244358211,0.017906936,0.031826198,0.12264223,75.0,90.57465,0.04867438,0.8585262751382302,467.7491077766112,0.2360072846947217,0.1662344576324592,165.0,85,9.90835,170.0,17
pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61fa7b8b9c64024630780734/ru.e911a8ae-74cf-4c7c-a283-7da9eed22656.aac,113468,273468,25.23005393679882,225.0,0.05784676,0.32783848,290.0,1.084499975579848,0.0921400758785942,0.0131858542904363,-18.916847,0.049252607,1007.91237770627,700.6587939583418,7.126001262212086,0.00058735115,1.159405536792908,25.0,195.0,215.0,10.53534,10.919046,0.29005593,0.0024523023,1002.0911860533312,-10.058592,5000.0,41,0.008361981,5.273891,0.1270228170071497,0.03652462,0.068463184,0.15174264,175.00000000000003,84.87242,0.022459066,0.99696034,482.2419126419916,0.2399320267649618,0.1605177742986457,200.0,145,12.19063,217.0731707317073,28
pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6c9876883f87caa08f022/ru.5a7b73b0-6808-49ba-b316-366d62a68d87.mp3,1109957,1269957,18.793153790337307,185.0,0.036794003,0.31467408,225.0,0.3465340939218393,0.1457215330471246,-0.006100349522351,-16.088404,0.043859176,1826.1094292039056,1140.4813599324998,6.954236905160959,0.0126634167084508,1.0054692280967084,15.0,185.0,185.0,10.131368,15.662151,0.31335858,0.0037325293687062,1617.582024968706,-17.325754,2550.0,41,0.02252121,5.1835184,0.087457246756951,0.03795828,0.05290624,0.09802995,155.0,89.416115,0.028642902,0.9836040452193762,457.5958661706639,0.2525846714928656,0.1397652212110527,170.0,73,14.6935835,183.2926829268293,16
pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--62029241328b750b6daa6028/ru.e669ac46-388e-44b5-9eac-084e985e10c4.wav,519971,679971,28.76159037558224,190.0,0.038382977,0.3337774,245.0,0.0156171244340859,0.2303221096246006,0.0008942448105213,-18.279827,0.01175801,2741.885057659896,1233.077239042131,5.33051208756147,0.0015233139139854,0.5819706269748248,35.0,155.0,175.00000000000003,10.46296,13.230455,0.3846002,0.0018091417354637,2431.714441092963,-14.607992,5425.0,27,0.10641404,5.152317,0.1283589354716197,0.028807547,0.04802074,0.0768446,130.0,72.98104,0.1336985,0.9966675187088374,329.233187629084,0.2527658919597138,0.139437215961678,155.0,76,11.5625925,175.74074074074073,13
pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--61fed9071de61d44a69051a9/ru.ecd2d2e1-9092-4bfa-987d-2e111b3ce1a4.wav,1338952,1498952,35.36848529504926,226.25,0.08737451,0.3302264,290.0,3.783405224276549,0.1472674970047923,0.0048374395457574,-7.3985023,0.078215845,2008.0609903619709,1022.802519709051,9.233511548606522,0.024283113,-1.3505119290392358,21.24999999999997,205.00000000000003,215.0,10.51074,10.492007,0.33188754,0.014405336,1811.218468084498,-4.9862967,4356.2499999999945,44,0.05649705,4.9324036,0.0945204203628345,0.055488665,0.1035701,0.38781223,95.0,52.135395,0.08636943,0.9613115,344.50216307442804,0.2578858692757814,0.1297235975495897,205.00000000000003,110,10.016546,215.45454545454547,23
